5b64dc76a4af260e918828df,"西北工业大学明德学院,西北工业大学",http://www.xatrm.com/techexpert/detail/01212A452FC659B0E050007F01007315.jspx,"史晓亮,西安科技大学",,1, 武汉理工大学,https://baike.baidu.com/item/%E5%8F%B2%E6%99%93%E4%BA%AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650ed3a4af2609c49f1af4,"陕西师范大学党委,陕西师范大学",https://zh.wikipedia.org/zh-hans/%E7%A8%8B%E5%85%89%E6%97%AD,"程光旭,西安交通大学",,, 西安交通大学,http://clet.xjtu.edu.cn/info/1056/2105.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643f01a4af2607336f8308,上海市第一人民医院外科,https://www.youlai.cn/super/docintro/43610/,"李继坤,上海交通大学",,,犐虾＝煌ù笱?http://js.guahao.com/expert/e4c0ec85-d95b-4061-855d-ece56d6ba876000?hospDeptId=dc84f1f0-366f-43aa-8405-7a880869c1cc000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646d77a4af260a39f3a1bd,教育部,http://www.baidu.com/link?url=5Z3EsM3yYzDo3FgeSVE8xoGUNHJMrVNnrsXPtSLtzLvzPJEpn_IHfxldjnyspFLB,"王廷华,四川大学",,,犓拇ù笱?http://sklb.scu.edu.cn/detail.html?type=postgraduateDetail&id=37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6542a7a4af2609c49f2ae5,"浙江师范大学,浙江师范大学化学与生命科学学院",http://www.baidu.com/link?url=eRS1WTUZM3n6UPgvxFjdWLVe14Colg4B4jhlqo25xczDiFWSHGFJmJRclQqRmjm2cuokl3V8GxiOqb4PBLS7Ca,"李春霞,中国科学院长春应用化学研究所",,,犝憬Ψ洞笱?http://sky.zjnu.edu.cn/2016/1010/c4853a85585/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6446bda4af2607336f856b,"|  学校校历  京ICP备",http://www.ucas.ac.cn/site/157?u=59930,"代小蓉,中国科学院城市环境研究所",,,犞泄蒲г撼鞘谢肪逞芯克?http://www.iue.cas.cn/nb/dw/fyjy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645f19a4af260a39f39d8b,|English|中国科学院,http://www.baidu.com/link?url=PX3QqFyIUstxYpP-UArKGB-i9y06xEUilOPqzh_sYoYZjRoGBsovuLc0a9PCYscGUDEwJRpL554rl_Dub1R9Ca6uzowhHIktdupVSUoKbaa,"李晴岚,中国科学院深圳先进技术研究院",,,犞泄蒲г荷钲谙冉际跹芯吭?http://people.ucas.edu.cn/~0036141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651f3ca4af2609c49f1fe2,化学化工学院,http://chem.ujn.edu.cn/detail.asp?id=3400,"张昭良,济南大学",,,",济南大学",https://baike.baidu.com/item/%E5%BC%A0%E6%98%AD%E8%89%AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\,Z,_?0Dl,s_J?O,3vb,_>_,;b4_fY,烤-,fI'fFfb_,#NAME?,0(U_,_E_l,Gs_/-,_>_b_v@,0@,A0(',3bZ,Y茶,_a__;b,_丕_,_?.,-_/_,-0('f,-?'f,_,#NAME?,W30蠊:_,_'f,"-0('ffI	Z","b	U_",吭,_昊:4)_ê,_\_,fI'f,-q峥,0(~2回寰b,,"]	f>",W3,__/v@__\,fI0(fb;;/,_溷_荬v@,_濂柒
5b67770fa4af2623f3626e57,云南师范大学,http://www.baidu.com/link?url=NVAYRN2xkxceazjVh2tjHoS2PrgDkEp5Sjn_XR5p7ViEuH6keer7xbNV3BjHzBlUKGEug7bWJ5Q75khfuMlcUObTlGY9XnCbT8vqfnJB6i65qL2MjDZBwTW32NlLhUAb,"叶燎原,云南工业大学",,,云南师范大学,https://baike.baidu.com/item/%E5%8F%B6%E7%87%8E%E5%8E%9F/1307883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c080a4af260e91882060,太阳能学报,http://blog.sciencenet.cn/blog-454141-1098068.html,"李明,云南师范大学",,,云南师范大学太阳能研究所,http://wdxyjcwl.ynnu.edu.cn/jxdw/zjjs/02361090432418767434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654563a4af2609c49f2bbe,针灸推拿康复学院,http://www.ztkfxy.ynutcm.edu.cn/szdw/14888.shtml,"邰先桃,云南中医学院",,,云南中医学院,http://www.ztkfxy.ynutcm.edu.cn/szdw/35552.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64a067a4af260e918816ef,特殊地区公路工程教育部重点实验室,http://www.baidu.com/link?url=poVUoHeSXknqGj9bKLwcQSAbCSo93FyZeVH66toAX06sapZZtcdveAZ9Fbsux1S6iHNbBiw7-gYz_LoUR5Nq3a,"裴建中,长安大学",,,长安大学,https://baike.baidu.com/item/%E8%A3%B4%E5%BB%BA%E4%B8%AD/59291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b16aa4af260e91881beb,"|学院",http://www.baidu.com/link?url=xoNv9jxtoLg_KoIZkSgGAGBsIoIFtUaj_L-eL8qof9LwXD2ZybluI73GumPRUWqVJpDszbRNAdig3lo7f2iS0q,"赵鹏,长安大学",,,长安大学,http://clxy.chd.edu.cn/info/1146/5960.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6441fea4af2607336f83f3,国际水文地质学家协会,https://baike.baidu.com/item/%E6%9D%8E%E5%9F%B9%E6%9C%88/22090717?noadapt=1,"李培月,长安大学",,,长安大学,http://js.chd.edu.cn/hjkxygcxy/lpy/list.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b674caba4af2623f36262ac,西安地质矿产研究所,https://baike.baidu.com/item/%E5%BE%90%E5%8F%8B%E5%AE%81,"徐友宁,中国地质调查局西安地质调查中心",,,长安大学,http://www.xian.cgs.gov.cn/dwjs/rcdw/201608/t20160813_361397.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643cc4a4af2607336f8256,"长春长庚耳鼻喉医院业务院,长春长庚耳鼻喉医院",https://baike.baidu.com/item/%E6%9D%A8%E5%8D%A0%E6%B3%89,"杨占泉,吉林大学",,,长春长庚耳鼻喉医院,http://cgyzq.u.yynet.cn/intro.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656a1fa4af2609c49f371d,中华中医药学会肾病专业委员会,https://m.youlai.cn/yyk/docindex/262163/,"张守琳,长春中医药大学",,,长春中医药大学,http://jlhtcm.com/index.php?g=&m=articlezj&a=index&id=155&cid=56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644723a4af2607336f858b,"|材料科学网",http://www.cqvip.com/qk/88544x/201719/673337305.html,"黎明全,长春中医药大学",,1,长春中医药大学附属医院,http://z.xywy.com/doc/limingquan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64327da4af2607336f7f33,吉林省中医药学会,https://cs.youlai.cn/yyk/docindex/262161/,"童延清,长春中医药大学",,,长春中医药大学附属医院 ,http://jlhtcm.com/index.php?g=&m=articleyp&a=index&id=154&cid=56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6597c8a4af2609c49f452e,"丰县中医院,医院,长丰县中医院脑病中心,长丰县中医院",http://www.cfxzyy.com/sv_view.aspx?TypeId=140&Id=412&FId=t8:140:8,"程民,安徽医科大学",,1,长丰县中医院,http://www.cfxzyy.com/sv_view.aspx?TypeId=140&Id=412&FId=t8:140:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67c394a4af2623f3628456,中煤一建公司岭北医院,http://www.baidu.com/link?url=5Z7mE3vyTX3FSdoSIk8u3LVufg1g6zAIPxg5LdFOlMeRKNQmD6Is5iaCAZgacl3ak1kY09qCDRV1ywM-1DIBKHQ2qZLCNXIadotl-MFFj9efSAKBMgP06iQey-VlVxgQ,"张建美,长江大学",,1,长江大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6696fea4af2623f3622dcc,长江科学院院报杂志|长江科学院,https://www.xueshu.com/cjkxyyb/201501/2184242.html,"向大享,长江水利委员会长江科学院",,,长江水利委员会长江科学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654315a4af2609c49f2b07,长江委水文局,http://www.baidu.com/link?url=3f565VnCEFGxud8wSHIkqsFNhPOf2Ykx-tAanUos7tPrWqjGN-IiDptXPa1wbuRAFUdi9qVpvw-5S3QAvgoMJq,"王俊,长江水利委员会水文局",,,长江委水文局,https://baike.baidu.com/item/%E7%8E%8B%E4%BF%8A/4682512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c0eba4af260e91882081,长沙交通学院,http://www.csust.edu.cn/qjxy/info/1021/1543.htm,"李凤玲,长沙理工大学",,,长沙理工大学,http://www.csust.edu.cn/qjxy/info/1035/7555.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b291a4af260e91881c42,"|学院",https://chem.zqu.edu.cn/info/1844/2520.htm,"秦建桥,肇庆学院",,,肇庆学院,https://chem.zqu.edu.cn/info/1844/2520.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652aa4a4af2609c49f2374,|海归中心小组,http://haiyanghui.com/forum.php?mod=viewthread&tid=24036,"吴绍平,浙江大学",,1,浙江大学,https://baike.baidu.com/item/%E5%90%B4%E7%BB%8D%E5%B9%B3/2589662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6521cfa4af2609c49f20b0,新党,https://zh.wikipedia.org/zh-sg/%E6%9D%8E%E6%85%B6%E8%8F%AF,"李庆华,浙江大学",,1,浙江大学,http://www.ccea.zju.edu.cn/2014/0919/c5859a412848/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6571a6a4af2609c49f3966,"""浙江省硅酸盐学会",http://www.baidu.com/link?url=4NGUYkk2B5nxaT9UM6uuikq9H5O8ck5KYjb84K_awnNT4k5EiJh09xMpGun46MI2sxocB_G_ZH1o70TSNdaY72C8FoVAoH2nNd3a1CsGnu7z4yZJ6SPwgKhEMnzGk28R,"杨辉,浙江大学",,,浙江大学,http://mypage.zju.edu.cn/0086192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65199da4af2609c49f1e29,"海大,海大学,上海大学通信,上海大学通信与信息工程学院,上海大学",http://yz.kaoyan.com/shu/daoshi/55bb06015e628.html,"方勇,浙江大学",,1,浙江大学,http://www.srrsh.com/yihu/yiliao/detail129.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65757ea4af2609c49f3a8f,药剂科,http://yz.kaoyan.com/zju/daoshi/04/407470/,"张仲苗,浙江大学",,,浙江大学,http://www.cmm.zju.edu.cn/index.php?a=scholar&catid=4&uid=540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653d3aa4af2609c49f2934,中国哮喘联盟网站,http://haodf.health.sohu.com/doctor/DE4r0eJWGqZNw0-UplgbWlvoNi46Z7n1.htm,"王苹莉,浙江大学",,,浙江大学,http://www.z2hospital.com/cms/RY.aspx?ryid=846&ssjs=1&lmid=18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b657755a4af2609c49f3b23,"国务院,国务院学科评议组",https://www.zju.edu.cn/2016/0727/c683a61249/page.htm,"严建华,浙江大学",,,浙江大学,https://www.zju.edu.cn/2016/0727/c683a61249/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651d49a4af2609c49f1f4d,"华北华中区|西南区培训部",http://www.baidu.com/link?url=cFOgeRnVdTEckNlVww_KAqBk-dJyKlj7bLJlZBiVEtuyA9Rs4K9IxczpP2nI96GkuOJY-qIk255bEzt3iCmgAq,"冯新华,浙江大学",,1,浙江大学,http://lsi.zju.edu.cn/redir.php?catalog_id=659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650a24a4af2609c49f1989,浙医一院,http://www.baidu.com/link?url=Za4IfCyS-plkuOcOSvDznIuXTR3UCEVVIAW56gfrAg-KpyA_k0LoLTCrwcjKpf5WB4y5l6EXkaw1Gb74MUEs7_,"厉有名,浙江大学",,,浙江大学,http://person.zju.edu.cn/0080269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65281ba4af2609c49f22a9,清华大学循环经济研究院,http://www.huagongky.com/dsfc/detail/7497.html,"程党国,浙江大学",,1,浙江大学,http://mypage.zju.edu.cn/dgcheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64da41a4af260e91882832,聚合物工程研究所,https://baike.baidu.com/item/%E5%8D%95%E5%9B%BD%E8%8D%A3,"单国荣,浙江大学",,,浙江大学,http://sklpre.zju.edu.cn/shangr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644d8ca4af2607336f8776,浙大一院之江院区筹建办,http://www.baidu.com/link?url=M7oWiq0686Npj3pXyY6LwKj1b2w2c3oh_l0JnqFIs17sfN8Z1LPb8pc-jEaYgYOXh3z9VbKNWhfkLIORc8UDc_,"郑杰胜,浙江大学",,,浙江大学,http://www.cmm.zju.edu.cn/index.php?a=scholar&catid=4&uid=480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e09ca4af260e91882a29,"|医学院职务医学中心",http://www.baidu.com/link?url=FgmqEdzMaIY6gD4bG_jWaRH0OMA5CESCuLJDcDeQuj4N0abh-rsy4fkRS6itDK-E,"田梅,浙江大学",,1,浙江大学,http://person.zju.edu.cn/meitian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650a20a4af2609c49f1988,传染病诊治国家重点实验室,http://www.cmm.zju.edu.cn/index.php?a=scholar&catid=4&uid=8&web=chinese,"李兰娟,浙江大学",,,浙江大学,https://baike.baidu.com/item/%E6%9D%8E%E5%85%B0%E5%A8%9F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66d9dba4af2623f36241ac,国家专业实验室,http://www.kaoyan1v1.com/info/tutor/815281.html,"刘清君,浙江大学",,,浙江大学,https://baike.baidu.com/item/%E5%88%98%E6%B8%85%E5%90%9B/12503418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6773dba4af2623f3626d69,药学院,http://www.baidu.com/link?url=H-b2Nsdj4CpCjF-lBNv9TM_LpBXxCMFYV8OQw4DvznSs4IWgafivbwbRGk3dCmhEGctonpa5xmF5eByIQKxLYK,"孙慧涌,浙江大学",,,浙江大学,http://person.zju.edu.cn/0015758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c547a4af260e918821ce,"浙江大学动物科学学院,浙江大学",http://www.baidu.com/link?url=0wi_6db7iF4j9IQ6kjvmnGAFOejiOofl4O_oYKxzJvh4C-YqmdRXclLymbFDqLL5BUyN3g2Rvd-QicnsPumwu-ygomylpG7GeYXmMxiJ14oZBtHAnSmMaCu-xOzOeupV,"张才乔,中国农业大学",,,浙江大学动物科学学院,https://baike.baidu.com/item/%E5%BC%A0%E6%89%8D%E4%B9%94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66e08ca4af2623f36243ad,化学工程与生物工程学系党委,https://baike.baidu.com/item/%E5%A7%9A%E5%96%84%E6%B3%BE,"姚善泾,浙江大学",,,浙江大学化工学院,http://che.zju.edu.cn/bioeng/redir.php?catalog_id=132&object_id=443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65960ca4af2609c49f44a3,化学工程联合国家重点实验室,http://sklpre.zju.edu.cn/ktxz/redir.php?catalog_id=286&object_id=2327,"曹kun,浙江大学",,,浙江大学化学工程联合国家重点实验室,http://sklpre.zju.edu.cn/ktxz/redir.php?catalog_id=286&object_id=2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b659c08a4af2609c49f4687,"|宣传部",https://www.zju.edu.cn/,"Ryan Loxton,浙江大学",,,浙江大学控制科学与工程学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66b198a4af2623f36235a1,"|组织机构",http://www.baidu.com/link?url=KiF0BZh54re1qNjAvovdBhOKgNfj-3HvymuDPohQuAXRqdH07kK-rjG2wLTtixVsE4kTMCIxMH5O1CInSiSBEK,"瞿海斌,浙江大学",,1,浙江大学药学院,http://person.zju.edu.cn/haibinqu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6669aba4af2623f362202a,基础医学院,http://www.baidu.com/link?url=XS0nGLwDRnx2WQCeRvIoVo3jrcEnkOX7NN64jHRuZMgeGG2Cer0xys1lQde7aGIQotrvyeWghSOfJpDpsQ7Ra6zcFAfE-7e_cWZ-3EztL7OW_CAgvmda-NMv6__PCVHm,"钟近洁,新疆医科大学",,,浙江大学医学院,http://person.zju.edu.cn/0017152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66fc38a4af2623f3624c1c,中华医学会浙江省分会放射学会,http://www.baidu.com/link?url=syQ99wcjcTWvthN9tYeZYjbTi56tYhldSKOIjdarLjtOLZ9U9otDn1_RsG8He8N1Wh0JqjsgmHFQek2zW8yxl-HpDerCCUw98dwJ4_piYUG,"张敏鸣,浙江大学",,,浙江大学医学院附属第一医院,https://baike.baidu.com/item/%E5%BC%A0%E6%95%8F%E9%B8%A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b39ea4af260e91881c92,"中华医学会,中华医学会全国小儿外科分会",http://zjuch.cn/Hospitals/Doctors/Index/112,"张泽伟,浙江大学医学院附属儿童医院",,,浙江大学医学院附属儿童医院?http://www.zjuch.cn/Hospitals/Doctors/Index/112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6447c8a4af2607336f85be,"浙江省女性生殖健康重点实验室,中华医学会妇科肿瘤分会",https://baike.baidu.com/item/%E8%B0%A2%E5%B9%B8/5420189?noadapt=1,"谢幸,浙江大学",,,浙江大学医学院附属妇产科医院,https://mysk.familydoctor.com.cn/abaout/173987/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645b0ea4af260a39f39c50,"中共浙江省委党校,义乌市场经济研究所,江省生产力学会,浙江省委,浙江师范大学,校学术委员会,浙江师范大学经济与管理学院,省委,中共,浙江省委党校,中共浙江省委党校校学术委员会,浙江省生产力学会",https://baike.baidu.com/item/%E9%99%86%E7%AB%8B%E5%86%9B,"陆立军,浙江工商大学",,,浙江工商大学,http://zsyjy.zjgsu.edu.cn/content/detail.php?sid=62&cid=672&id=1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6688c4a4af2623f362297a,"|电子邮局",http://tjjy.zjgsu.edu.cn/show.asp?newid=1227,"章上峰,浙江工商大学",,1,浙江工商大学统计与数学学院,http://tjjy.zjgsu.edu.cn/show.asp?newid=1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6510fba4af2609c49f1b94,中国农业工程学会农产品贮藏加工分会,http://www.chinamaven.com/plugin.php?id=zhuanjia&ac=view&aid=74487,"周绪霞,浙江工业大学",,,浙江工业大学,http://www.hyxy.zjut.edu.cn/ueditor/jsp/upload/file/20170308/1488938246218012612.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66a399a4af2623f3623184,"国家知识产权局|商标局|版权局",https://www.qichacha.com/firm_dce06ea32625dd91d553c38b552fe057,"汪晶,浙江工业大学",,1,浙江工业大学化学工程学院,http://www.ce.zjut.edu.cn/jsp/teacher.jsp?wcId=36&teacher_id=04944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656a1ca4af2609c49f371c,海洋学报,http://www.cnedu.cn/zhinan/yxjs/li2014080810422219779425.shtml,"桂福坤,浙江海洋学院",,1,浙江海洋大学,http://www.zjou.edu.cn/info/1060/3123.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6520afa4af2609c49f2056,食品与药学学院,http://yz.kaoyan.com/zjou/daoshi/28/421667/,"陈小娥,浙江海洋学院",,,浙江海洋学院,http://www.zjou.edu.cn/info/1062/1112.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64c8dea4af260e918822e6,食品与医药学院,http://www.gx211.com/news/201592/n5113292038.html,"罗红宇,浙江海洋学院",,,浙江海洋学院,http://syxy.zjou.edu.cn/info/2029/2999.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b64ba4af260e91881d5b,浙江省海洋水产研究所环境室,http://sc.zjou.edu.cn/info/1257/2589.htm,"郭远明,浙江省海洋与渔业局",,,浙江海洋学院海洋与渔业研究所,http://www.zjou.edu.cn/info/1062/3280.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645bbaa4af260a39f39c84,"学院,浙江海洋学院海洋与渔业研究所资源室",http://www.baidu.com/link?url=xn09Ah7hoLSy3UDANq42s5BNMhG1mGNxPgySxPOyGfPWEwiFYgOW1cMf4gaix02k1Kf-8PPJORqFNZucRYaqT_,"周永东,浙江省海洋与渔业局",,,浙江海洋学院水产学院,http://sc.zjou.edu.cn/info/1255/2414.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64dd5aa4af260e91882923,"材料与纺织学院材料工程系,纺织学院",http://dsxxcx.zstu.edu.cn/master/20130096,"高俊阔,浙江理工大学",,,浙江理工大学研究生院,http://dsxxcx.zstu.edu.cn/master/20130096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656554a4af2609c49f359d,国家海洋局海洋工程咨询协会,http://www.zjhys.cn/keyan/grjj/201310/1ea2141bc5e1a29e.html,"王伟定,浙江省海洋水产研究所",,,浙江省海洋水产研究所,http://www.zjhys.cn/keyan/grjj/201310/1ea2141bc5e1a29e.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67597ba4af2623f362661e,"成都理工大学外国语学院,工大学外国语学院,大学",http://www.baidu.com/link?url=DmPYUfkbuk6npEUPU3oUBueWv895cMAhMGg7I8dhiFtT42uOwpCdmzOptVi6b2xIwi0rEP9EwPDcpxoaoJTGzs5Tz5N2iQvwXF8ducDGKhtMKZO3gNUnYRrZRcZavAgP,"潘延芳,浙江省疾病预防控制中心",,1,浙江省疾病预防控制中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64bae7a4af260e91881eba,中国书画创作院,http://www.baidu.com/link?url=ujLE59eGwVglektAqARKdz6SRgJhUST3kKl8npWnZOT922JSCZ0nG6sb81q8W6BZ7WBl12qLpllaySuh9dIgUa,"王伟,浙江省农业科学院",,1,浙江省农业科学院农产品质量研究所,http://www.zaas.ac.cn/person02.cfm?userId=2063&language=cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64da97a4af260e9188284d,"公司,江苏物泰,江苏物泰信息科技有限公司",http://www.baidu.com/link?url=CHiTfAxptRcFqS0ktBjvXaD3cU0HQEgLHxFmf7Xiry97jHnS5miDG7ZWNo1-2t8hhmfIN7Pz7mESx5Iryc6oT9pzkizMZa9kYyYbBpJN07EJRQPLPW7ELXFtNA_fYb1X,"王阔,浙江省气候中心",,,浙江省气候中心,https://www.linkedin.com/in/%E9%98%94-%E7%8E%8B-5317a9116/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653726a4af2609c49f2755,植物学实验室,http://sky.zjnu.edu.cn/2014/0127/c4853a85561/page.htm,"刘鹏,浙江师范大学",,,浙江师范大学,http://sky.zjnu.edu.cn/2014/0127/c4853a85561/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6570e9a4af2609c49f392e,巴州政协,https://baike.baidu.com/item/%E6%9D%A8%E7%8E%B2/5224694,"杨玲,浙江师范大学",,1,浙江师范大学,https://baike.baidu.com/item/%E6%9D%A8%E7%8E%B2/5224694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64dc03a4af260e918828bc,"浙江树人大学生物与环境工程学院,大学生物与环境工程学院",https://baike.baidu.com/item/%E9%99%86%E8%83%A4/18558019,"陆胤,浙江树人学院",,,浙江树人大学生物与环境工程学院,https://baike.baidu.com/item/%E9%99%86%E8%83%A4/18558019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651977a4af2609c49f1e1d,"|学校",http://news.zcmu.edu.cn/news/151030155094657204.html,"杨洁红,浙江中医药大学",,1,浙江中医药大学,http://www.2mz.com/nd.jsp?id=111#_jcp=4_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64a66ca4af260e918818b8,浙江医科大学附属第一医院,http://hujian6.u.yynet.cn/,"胡坚,浙江大学",,,浙一医院,http://hujian6.u.yynet.cn/intro.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645288a4af260a39f399c0,"深圳]深圳沃德生命科技有限公司试剂工程师|",http://www.yingjiesheng.com/job-003-775-463.html,"王琳淇,中国科学院微生物研究所",,,真菌学国家重点实验室,http://www.mycolab.org.cn/templates/T_second/index.aspx?nodeid=637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646700a4af260a39f39fdb,内科重症监护室,http://www.zdyfyyjs.com/xwgl/dsxxxq.asp?bh=531,"王小芳,郑州大学",,,郑州大学,http://www.zdyfyyjs.com/xwgl/dsxxxq.asp?bh=531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6587bfa4af2609c49f4032,"郑州大学,|化工与能源学院Copyright",http://chemical.zzu.xk.hnlat.com/index.php?m=currency&c=scholar&a=show&catid=3548&id=439164,"杨敬贺,河南大学",,,郑州大学,http://www5.zzu.edu.cn/hxgc/info/1038/3605.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644a6ea4af2607336f868d,河南省食管癌重点开放实验室,http://www.zdyfyyjs.com/xwgl/dsxxxq.asp?bh=75,"王立东,郑州大学",,,郑州大学,https://baike.baidu.com/item/%E7%8E%8B%E7%AB%8B%E4%B8%9C/1687490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645a77a4af260a39f39c23,"策法规|民主党",http://www.baidu.com/link?url=YFXEPpmtOvwit0Y8I7oe7shlb0cISmDb-qOT-Fn0S70m3LxDXEbaToL6ygALK7Ul4oJ5gwzEklfgHInf5b7bMq,"胡利民,天津中医药大学",,,郑州大学,http://www7.zzu.edu.cn/ictact/info/1005/1071.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645b49a4af260a39f39c62,电气工程学院,https://baike.baidu.com/item/%E7%8E%8B%E5%85%8B%E6%96%87,"王克文,郑州大学",,,郑州大学,https://baike.baidu.com/item/%E7%8E%8B%E5%85%8B%E6%96%87/2152705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b672564a4af2623f36257f4,中国力学学会,http://www5.zzu.edu.cn/nvzjjs/info/1001/1014.htm,"刘敏珊,郑州大学",,,郑州大学,http://www5.zzu.edu.cn/hxgc/info/1037/3320.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65985ba4af2609c49f455d,新型钎焊材料与技术国家重点实验室,http://www.zrime.com.cn/NewsView_sys_2.asp?ID=207,"钟素娟,郑州机械研究所",,,郑州机械研究所,http://www.zrime.com.cn/NewsView_sys_2.asp?ID=207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
